client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
6cf4dea5df1dfe5dc5d7bacdb6da105b9e48e01fd0f069dbaf0ad906a7c5d78032194a3a9384e8589b93c58a04a12f676669f4c4501e52cee652f331b72b9205	common_voice_tr_42698057.mp3	06f64532df0a47933e146ed6daeec424a4fc308436fd4ee5a4661dc2235c35a2	Gidin şimdi dinlenin biraz.		0	4	eighties	female_feminine	Türkiye Türkçesi		tr	
6cf4dea5df1dfe5dc5d7bacdb6da105b9e48e01fd0f069dbaf0ad906a7c5d78032194a3a9384e8589b93c58a04a12f676669f4c4501e52cee652f331b72b9205	common_voice_tr_42699359.mp3	06d98648f8582fdda646410d7f637c245e124285aecb16a7bd0310fddcacb2f4	Evren on dört milyar yıl önce genişlemeye başladı derlerdi ya, şimdi o da sorgulanıyor.		2	4	eighties	female_feminine	Türkiye Türkçesi		tr	
6cf4dea5df1dfe5dc5d7bacdb6da105b9e48e01fd0f069dbaf0ad906a7c5d78032194a3a9384e8589b93c58a04a12f676669f4c4501e52cee652f331b72b9205	common_voice_tr_42699364.mp3	0702776ad11d643c8bd1c19bc5860c4b9235eecc87ee8af873d420aa1d6286c9	Forvet pozisyonunda görev aldığı kariyerini sonlandırmıştır.		2	4	eighties	female_feminine	Türkiye Türkçesi		tr	
6cf4dea5df1dfe5dc5d7bacdb6da105b9e48e01fd0f069dbaf0ad906a7c5d78032194a3a9384e8589b93c58a04a12f676669f4c4501e52cee652f331b72b9205	common_voice_tr_42699424.mp3	0615f99cbd31cea2818f4c5c9e0e85763fcf3e93cd453a8c056a94a2bb53ece5	Ayrıca bizde tecrübe etmeyecekse nerede tecrübe edecekler.		0	4	eighties	female_feminine	Türkiye Türkçesi		tr	
6cf4dea5df1dfe5dc5d7bacdb6da105b9e48e01fd0f069dbaf0ad906a7c5d78032194a3a9384e8589b93c58a04a12f676669f4c4501e52cee652f331b72b9205	common_voice_tr_42699635.mp3	07abb8e9c64ec0618a7aca620bc2b27e9845c158f2c74fb451e58f03dfa0b45f	Aynı şekilde ocağın üzerine koyulan üç ayaklı kazanlar da önemli bir yere sahiptir.		2	4	eighties	female_feminine	Türkiye Türkçesi		tr	
c0dd4c560f9a38a24b9bdb86ae289d6bc6fc2e6f36bb99ee9f8b05f19040234ab13e1dce8f8273493a0b52c213e311c735149d9197b5683c21ea3ddf6ecf03bb	common_voice_tr_42701386.mp3	078a00c4eba887dc026b5a6f35c85f2f303dae4ebc5ead1a16688ed05e1eb118	Yeni çalışmalar ışığında tüylü kolları ve boynu olduğu düşünülüyor.		2	4			Kalın İstanbul Okuması		tr	
174233d62d2b13a95516eed1f217f351285ce5297b3ebeb525cb3906c3396fa8b1d45d16c05ef2b36b17025b9325d4f5b055e75c58e1e22f7ec4fca91ad759c1	common_voice_tr_42705679.mp3	075e2dbd3cb2614400a416a7a12e0f91ff42e7b021f0b5eee83a9161c08963d4	Dünya genelinde "çevre" ve "yeşil" odaklı düşünce gelişimine katkıda bulunmak amacıyla yola çıkmıştır.		1	2					tr	
174233d62d2b13a95516eed1f217f351285ce5297b3ebeb525cb3906c3396fa8b1d45d16c05ef2b36b17025b9325d4f5b055e75c58e1e22f7ec4fca91ad759c1	common_voice_tr_42705681.mp3	07af4253026cc3d595097fe39ad276b575812845df6c0c23006b2838a666ad62	Cenazesi yakılarak külleri savrulmuştur.		0	2					tr	
174233d62d2b13a95516eed1f217f351285ce5297b3ebeb525cb3906c3396fa8b1d45d16c05ef2b36b17025b9325d4f5b055e75c58e1e22f7ec4fca91ad759c1	common_voice_tr_42705682.mp3	06303c7e7c8967b6253ad90316245f915d91c8f285bc489b6379449365416042	Akın Öztürk'ün bu taşınır belleği imha ettirdiği iddia edilmektedir.		0	2					tr	
ec42f509ff2da9de3133585d73c89fac3a1b823778d7d9b5db0fa8312e6720e422cfaba39b174f8807f51683c1fe616b3a5f831f0d3eaacbb2a97cc11aa664ae	common_voice_tr_42715718.mp3	07af90944d0b045460eb80c0b9a69f44b0b778606a962a5c74d0fd69f0eb4728	Destanın geçtiği dönemde yaşamış halkın kültürüne ve ananelerine yer verilir.		1	2	twenties	female_feminine			tr	
e3481023e069946fb72af5a710bd2530448d806b301983929c7936a614f98e50bc99d1b0f0eb432ca385694f75a5120b263121ca35a75b0ad315dfb4679a1ccc	common_voice_tr_42761607.mp3	0765b47a0d9b3757157201f2085f45dc88194c5d07af42beacb59b6b195c31ef	İngilizce bilmekteydi ve "Fahri Maliye Müfettişi" unvanına sahipti.		0	2					tr	
8b3047b7323d1632b789ab6ffb28acc2ced98d03c9ec421ad6d4c46d8dcb915b6fdf0122b664762d7b2bbfa1409f194dfefefa631c1543ddddd4076448c909df	common_voice_tr_42761616.mp3	07b71c12bf1ae5b6d9d60c868a8dfe037c4f2e570564112276e8bec9b9f3e1c3	Bu görevi İkinci Dünya Savaşı'nın sonuna dek sürdürecekti.		0	2					tr	
a11771665d186794fd19b511d350996033a03ce3dc9c07cf1c41927b3aaa4a68c8b0d151d357faa9fb517c4d94eea3eb08d0d2482dff62b78e1c5de5ce439deb	common_voice_tr_42773611.mp3	07bbea3d1b03e0944f79d5531b0db125cf2225137d22c260581f9075bb82e5ed	Uluslararası olarak yirmi beş Nisan'da ve Amerika Birleşik Devletleri'nde üç Mayıs'ta gösterime girdi.		0	2					tr	
11cac61817e0a2baed2a7649fb3d34945ac78fb07a345ee1c31e9766857eb536004348846081343b8ef13dcac753711e19c10a623442de837a5420ece36e060f	common_voice_tr_42800677.mp3	078fc48b49af06b8e871667fd735f8bf09fec75a1e26b21142ea7e065dc406e7	Savaşın sonuna kadar ikinci Sınıf ve rütbesiz olarak kaldı.		0	2					tr	
11cac61817e0a2baed2a7649fb3d34945ac78fb07a345ee1c31e9766857eb536004348846081343b8ef13dcac753711e19c10a623442de837a5420ece36e060f	common_voice_tr_42800678.mp3	07c9773258e60ac8697bca5360ef54c51876c1817b6a7234393782b939d683c3	Yayıkaltının besin değeri yağsız süte benzerdir.		0	2					tr	
ac52d7094ac1cb8c49c98532a1da2618aee1239f0da174e256884ac08ee2378fd400b2d9e8339c5d1474505977a2db6ebc69bc60d8df12b91f6cdd504e26dfb2	common_voice_tr_42802762.mp3	079d1b274c4d7a9786d30b599e02cb695b5b709f5e17c5c54e9f807aee5dc5a9	Atnalı böbrek görülebilir.		1	2			Standart Türkçe + Mersin		tr	
b1604ef0cd2f052d0303245d0a652a709c8426f3e5e2ee45fd31effe59e92aeaf53037a60c92f0f65041d87386677c3a5626afd5ab5e607854d5c5cc6c8b7721	common_voice_tr_42808157.mp3	07c5442b9752c8b8468cae8c687804b8dc6acd253a6cf015726ddf143e02a389	Ayrıca üniversitelerin yanı sıra sanat için büyük hükümet desteğini savundu.		0	4			Düzgün		tr	
890632cecba688929fbfa1b72517e3cd0bce645773f3d4f247b479144784a8aba2c01e7466c1bd2682e4bd4e7d7c7d2617db48f23a8803f918e9cf745a814df9	common_voice_tr_42858879.mp3	07b8ea0e3bfce1321785f915e35109f0eba309be8bb9349cce5d11ea9e7e8eef	Takımadalar boyunca Endonezya yöresel evlerinin birkaç türü ortaya çıkmıştır.		0	2					tr	
890632cecba688929fbfa1b72517e3cd0bce645773f3d4f247b479144784a8aba2c01e7466c1bd2682e4bd4e7d7c7d2617db48f23a8803f918e9cf745a814df9	common_voice_tr_42858881.mp3	07c49d17367b1e011efa6ed08baed420dd2e6f6ddfe8f408ce4c1b869ad1fdf1	Ödülü kazanan birçok kişi farklı Üniversitelere geçiş veya doktora yapmıştır.		0	2					tr	
0b9e74f1c9aadea6ae41c773726c8b210cb6cd94022e896cf85922ae8d600e0e9a857b47210005ebe78301064ef2bd512b20a513f889a5d3cec098ecf3ca6f97	common_voice_tr_42878539.mp3	07a3d8df02e0c84617ff201dbc1a7c109d1466cd35bcc24c9a2cf430757772e5	Günümüzde köyde Çerkes ve Kürtler beraber yaşamaktadır.		1	2			İstanbul türkçesi		tr	
a0f139124c7c361e9c724f8836bdc898723f7aff373cbb577321ce5f60be09d40ef0a302fc06d56c2697591135ab679315bc388ae17fb2156ef6d9c107036731	common_voice_tr_42910609.mp3	0791c274e96dc36cfa362c13cc839a901157e8ee4b21d0ed7e2a1f886113d2f2	Yaz ayları sadece temmuz ve ağustostur.		1	2					tr	
edb4f3316ab15889123375e88ef4d74981b4b3bd45b7e56cc0bf45e5deebf6b1e45b4945f9bdea8d3bbeb44ce1189727731efad5744f36ca8b7968c09433047c	common_voice_tr_42929536.mp3	07d058a91df20381b4b36b9d7b824673dce83146fbec299b316b90eaf06fd3f2	Eşiyle birlikte pek çok yeri dolaştı.		0	2					tr	
5f78aa205ff17acfd828bff16bd53f698c205abe844197c00a64c77b84d376c26050218584f57d006f037cab0b6b4d0d99c11bac7885515dffe693edc5e30643	common_voice_tr_42960628.mp3	07c10866abde76d8f755db843828f9cb0ab36bd32f576bd84cf20311b495766d	Kazandırdığı yeni tarihî objelerle eczanede eczacılık ve tıp tarihi açısından değerli bir koleksiyon oluşturdu.		1	2					tr	
5f78aa205ff17acfd828bff16bd53f698c205abe844197c00a64c77b84d376c26050218584f57d006f037cab0b6b4d0d99c11bac7885515dffe693edc5e30643	common_voice_tr_42960629.mp3	07918e9a9f10a908c96a12c99a5678859d121926bdcf962017066e613921ea06	Okyanusya dışında bulunan tek tek deliklidir.		0	2					tr	
5f78aa205ff17acfd828bff16bd53f698c205abe844197c00a64c77b84d376c26050218584f57d006f037cab0b6b4d0d99c11bac7885515dffe693edc5e30643	common_voice_tr_42960630.mp3	07a035b0ec75926514d6296494f8055a9942d9fcac4df486a0922ebceeadbb5c	Rusya'ya özgü Kızıl Bayrak İşçi Nişanı'nın verilmesini kabul etti ve şeklini belirlendi.		1	2					tr	
5f78aa205ff17acfd828bff16bd53f698c205abe844197c00a64c77b84d376c26050218584f57d006f037cab0b6b4d0d99c11bac7885515dffe693edc5e30643	common_voice_tr_42960634.mp3	06de6cc78c43441f8db98313e3f80c2b483d10a4b25ff761de025d95d68940f5	İzmir Katolik Başpiskoposluğu'nun merkezidir.		0	2					tr	
95b77e45200f1a55260b5289c5ffde20e2c7c16a909fe1e29a0b5f54bb86d30ce9f74dbd082ebee15cc5b6c97499c84d901b45a8c18b27d97cd56ca8dcee69c1	common_voice_tr_42979204.mp3	078fb4c1513e7c35df1df165590af7b6da755bc6cb4bc60dffa4b466bae1b9c0	Ancak daha sonradan Milliyet yönetiminin Nuray Mert'ten bir süreliğine izin kullanmasını talep ettiği ortaya çıktı.		1	2			İstanbul türkçesi		tr	
95b77e45200f1a55260b5289c5ffde20e2c7c16a909fe1e29a0b5f54bb86d30ce9f74dbd082ebee15cc5b6c97499c84d901b45a8c18b27d97cd56ca8dcee69c1	common_voice_tr_42979207.mp3	07bd36fa2bdc8430ecd4198db6c314a6806e3e25042d67e07119cf9fa349b3de	Bu tür kayaç migmatik olarak adlandırılır.		0	2			İstanbul türkçesi		tr	
1860b9ce5792b1cd737f20d63c1dc4c8a01fab5ffce6079bf80d08be412395408461fa9763f673461e7f0bd13d77be8bd957a2278d740959a11b14f57dd6311d	common_voice_tr_42982599.mp3	07e2933a65424321ded5bf2f1eb5f4f980541f76c6a61abfa4640c0741534c61	Tezkerenin reddedilmesi Amerikalılarda hayal kırıklığı yaratmıştır.		1	2			Türkiye'deki doğu şivesi		tr	
314915e62498f570e54809c7a3aa453e0982248602600973ca1372869c3a9dbccee25d1fb8bc497b85f1d52705f2767e7dccd8bfc0ec92a1f7e2cae532d9df49	common_voice_tr_43033027.mp3	07ce0c0a1307626bd9cbce7ddc781419a501c5b62a4a396dadafe969b669207b	Çekirdek Sanat Evi'nin eserlerinden birisidir ve konserinde seslendirilmiştir.		1	2	twenties				tr	
314915e62498f570e54809c7a3aa453e0982248602600973ca1372869c3a9dbccee25d1fb8bc497b85f1d52705f2767e7dccd8bfc0ec92a1f7e2cae532d9df49	common_voice_tr_43033028.mp3	07af47bcf4edbf8f37eaf21a52be9348f31fd5cdd968bd080d4b7615f27629ed	Bayezid Alâeddin Ali Bey'e kendisine neden itaat etmediğini sordu.		1	2	twenties				tr	
314915e62498f570e54809c7a3aa453e0982248602600973ca1372869c3a9dbccee25d1fb8bc497b85f1d52705f2767e7dccd8bfc0ec92a1f7e2cae532d9df49	common_voice_tr_43033029.mp3	07a4bdbcb297329fbae51a4e4c23c4372addb5f7a51bc141fac0341bbf50c227	Temizleme çalışmaları Kuveyt Bilimsel Araştırma Enstitüsü ile Arap Petrol Şirketi tarafından yürütüldü.		1	2	twenties				tr	
28d0dca5983b27f00f6f26256c07c92e76a518b0990745a9a49f340797c0613ee53116232baab44b62d22228d244a106d9aaff04bf202a0d17c0aa3910c41603	common_voice_tr_43105037.mp3	07ed0cc37f5aa643ce6368331bafb43710d86fa0bc1a95cdaa0adcf3d14400a1	Bu ismin kökeni hakkında ise değişik görüşler vardır.		1	2					tr	
28d0dca5983b27f00f6f26256c07c92e76a518b0990745a9a49f340797c0613ee53116232baab44b62d22228d244a106d9aaff04bf202a0d17c0aa3910c41603	common_voice_tr_43105041.mp3	07ed8da1b6f267113e61881db15c81fa46b1bbb5bc538ceb318312d3a74b577e	Parşömen Milattan önce ikinci Yüzyıldan başlayarak Bergama'dan bütün dünyaya yayılmıştır.		1	2					tr	
de48e64db362b8eb252fdcbefef86bfbaa7294bd9984a86264aeca608792f22bdb99a3217ec575b481978aaa090e1c184743346d8b50d419ce7e2de866df813e	common_voice_tr_43216275.mp3	07b99f6b28bad0a98fc176c71cee1275d427c1beac5450946391034e44facea7	Daha fazla benzin elde etmek için orta yağ hidrojene edilir ve ağır yağ yeniden kömürle karıştırılır ve işlem yeniden başlar.		0	2	fourties				tr	
5bbc5e08140ad2cfaed64637b2d548f3f6b3d7873a9d0795e9a9d56c3881611184a4a45538bc79724ed32d1c2463bd02d516597e865b92af640fdfbaf78fcf0d	common_voice_tr_43237393.mp3	07f52bacafc12c6977ded1465d1b526a1c558189abdfc6d15f591b370d66b102	Olayı başlatan etmen genellikle kötü ağız hijyenidir.		0	2					tr	
5bbc5e08140ad2cfaed64637b2d548f3f6b3d7873a9d0795e9a9d56c3881611184a4a45538bc79724ed32d1c2463bd02d516597e865b92af640fdfbaf78fcf0d	common_voice_tr_43237396.mp3	07dbe20fe7a8d497c34e8dcfbcc7618188d55796940ee244af8950ab29b91570	Manş Denizinde yaşadığı kaza ile ünlüdür.		1	2					tr	
5bbc5e08140ad2cfaed64637b2d548f3f6b3d7873a9d0795e9a9d56c3881611184a4a45538bc79724ed32d1c2463bd02d516597e865b92af640fdfbaf78fcf0d	common_voice_tr_43237397.mp3	07c87f7214d4618a8434818704d5e2ce74a11ea60694176721f2bf06e640433d	Yaşayan sanatçıların eserleri arasında en pahalı üçüncü eserdir.		1	2					tr	
b38883ce12ea2e1c80e1eb6c11097463f9aee68ec60c7a633ae0f38717137eb8d9eca7026ec96aa6ed6a6ce8e36edaec767ffb31b94a5752a2f8dfdd29c3879f	common_voice_tr_43263752.mp3	0789d51d436fa0910bcfa0c93083009b591813a4eb8fa7ffe735b3bc51a60a80	Dünyada da büyük yankı uyandıran bu facia hakkında kısa süre içerisinde hükûmet tarafından soruşturulma başlatıldı.		1	2					tr	
dfc41dd61499503f0bd46c6433ab58909d6363547b5cbe5da654f97a33997afb389dea5c4db97309b3753fdce45896eebd4875cc159ad817f39e0cc1ffcc1e5a	common_voice_tr_43363562.mp3	07cf1677d07dbf4bad106f05e757a52cb1b2ef1af5e2df94719210fe2033ec80	Türkiye Cumhuriyeti'nin Almanya Türkleri üzerinde ciddi bir stratejisinin bulunduğu söylenemez.		0	2					tr	
8cfc0ce87652576368a8c434bf255523541205fe168817c0b890952a31e7608a25d6bf87e892debf67a63cb0afdd110a6351feab518908cbe585c826bc48a4f3	common_voice_tr_43373033.mp3	07ef928c824e02d4a38e2160c752ea69dd5b9ab385b51241f4399006a2a1efb4	Feminist hareketin kökenlerini ve evrimini özetleyen feminizmin tarihi ile aynı şey değildir.		0	2					tr	
8cfc0ce87652576368a8c434bf255523541205fe168817c0b890952a31e7608a25d6bf87e892debf67a63cb0afdd110a6351feab518908cbe585c826bc48a4f3	common_voice_tr_43373035.mp3	07ac061850f2c80172bda844a1ade3cc0411764f63839c8d33ef6c998f2364cf	Üç boyutlu bilgisayar grafikleri için geometrik modelleme işlemi heykel gibi plastik sanatlara benzer süreçlerden geçer.		0	2					tr	
e5dfb92bc1e5ad3cd000290ef92438d2c0ee908ba27cccd015e7dfc20a8aea9dc67c690e35be3d4d7cb4665331257365c10ca557f4fd931f9d509b133ca09b4a	common_voice_tr_43393720.mp3	07e463ca8507865542df15b37e6f065b9a62ac2eb68c46e6531b7c4f8d87be3b	Grup fotoğraf havuzları "Yaslanmış Görünüm" ya da slayt gösterisi olarak görüntülenebilir.		3	6	thirties	female_feminine	ege,İzmir		tr	
857b9884946af26c4fc2124fa475179f1a56bbe607ef934c76f3c10802e6d9ec371b8e8d2a0ff4d2a70bd21efc5a6a6b983a272761aa67cb7fec61775b41bf36	common_voice_tr_43422184.mp3	07f2e60e300e93854233c5c9c8c35467e53206be7217907b26a2c12030504e86	İzleyiciye sol tarafını dönmüş olan kadın bir ayna önünde yüzünü pudralamaktadır.		0	2			İstanbul türkçesi		tr	
